block_code,house_number,payment_date,gross_amount,note
E,26,2025-04-01,100000,Imported laporan 2025
E,26,2025-05-01,100000,Imported laporan 2025
E,26,2025-06-01,100000,Imported laporan 2025
E,26,2025-07-01,100000,Imported laporan 2025
E,28,2025-01-01,100000,Imported laporan 2025
E,28,2025-02-01,100000,Imported laporan 2025
E,28,2025-03-01,100000,Imported laporan 2025
E,28,2025-04-01,100000,Imported laporan 2025
E,28,2025-05-01,100000,Imported laporan 2025
E,28,2025-06-01,100000,Imported laporan 2025
E,28,2025-07-01,100000,Imported laporan 2025
E,28,2025-08-01,100000,Imported laporan 2025
E,28,2025-09-01,100000,Imported laporan 2025
E,28,2025-10-01,100000,Imported laporan 2025
E,28,2025-11-01,100000,Imported laporan 2025
E,28,2025-12-01,100000,Imported laporan 2025
E,30,2025-01-01,100000,Imported laporan 2025
E,30,2025-02-01,100000,Imported laporan 2025
E,30,2025-03-01,100000,Imported laporan 2025
E,30,2025-04-01,100000,Imported laporan 2025
E,30,2025-05-01,100000,Imported laporan 2025
E,30,2025-06-01,100000,Imported laporan 2025
E,30,2025-07-01,100000,Imported laporan 2025
E,30,2025-08-01,100000,Imported laporan 2025
E,30,2025-09-01,100000,Imported laporan 2025
E,30,2025-10-01,100000,Imported laporan 2025
E,30,2025-11-01,100000,Imported laporan 2025
E,30,2025-12-01,100000,Imported laporan 2025
E,32,2025-01-01,100000,Imported laporan 2025
E,32,2025-02-01,100000,Imported laporan 2025
E,32,2025-03-01,100000,Imported laporan 2025
E,32,2025-04-01,100000,Imported laporan 2025
E,32,2025-05-01,100000,Imported laporan 2025
E,32,2025-06-01,100000,Imported laporan 2025
E,32,2025-07-01,100000,Imported laporan 2025
E,32,2025-08-01,100000,Imported laporan 2025
E,32,2025-09-01,100000,Imported laporan 2025
E,32,2025-10-01,100000,Imported laporan 2025
E,32,2025-11-01,100000,Imported laporan 2025
E,32,2025-12-01,100000,Imported laporan 2025
E,36,2025-01-01,100000,Imported laporan 2025
E,36,2025-02-01,100000,Imported laporan 2025
E,36,2025-03-01,100000,Imported laporan 2025
E,36,2025-04-01,100000,Imported laporan 2025
E,36,2025-05-01,100000,Imported laporan 2025
E,36,2025-06-01,100000,Imported laporan 2025
E,36,2025-07-01,100000,Imported laporan 2025
E,36,2025-08-01,100000,Imported laporan 2025
E,36,2025-09-01,100000,Imported laporan 2025
E,36,2025-10-01,100000,Imported laporan 2025
E,36,2025-11-01,100000,Imported laporan 2025
E,36,2025-12-01,100000,Imported laporan 2025
